Date,FB Price,TSCO.L Price,TD.TO Price,7203.T Price,FB Shares,TSCO.L Shares,TD.TO Shares,7203.T Shares,FXGBPUSD,FXCADUSD,FXJPYUSD
2019-09-25,182.800003,237.899994,76.050003,7342,300,200,125,275,1.2367,0.7536,0.0093
2019-09-26,180.110001,240.899994,76.239998,7426,300,200,125,275,1.2344,0.7541,0.0093
2019-09-27,177.100006,244.5,76.790001,7369,300,200,130,275,1.2308,0.7548,0.0093
2019-09-30,178.080002,241.0,77.25,7216,300,200,130,275,1.2301,0.7551,0.0093
2019-10-01,175.809998,239.5,75.25,7246,300,200,130,275,1.2264,0.7551,0.0093
2019-10-02,174.600006,240.0,73.440002,7159,300,200,130,275,1.2297,0.7522,0.0093
2019-10-03,179.380005,236.30000299999998,73.269997,6982,300,200,130,275,1.2374,0.7502,0.0094
2019-10-04,180.449997,237.19999700000002,73.800003,6995,300,200,130,275,1.2316,0.7509,0.0094
2019-10-07,179.679993,237.0,73.660004,6986,300,200,130,275,1.2314,0.7515,0.0093
2019-10-08,177.75,229.80000299999998,73.160004,7087,300,200,130,275,1.2212,0.7506,0.0093
2019-10-09,179.850006,227.30000299999998,72.860001,7125,300,200,130,275,1.2216,0.7505,0.0093
2019-10-10,180.029999,227.399994,73.029999,7108,300,200,130,275,1.2343,0.7522,0.0093
2019-10-11,184.190002,242.19999700000002,73.760002,7269,300,200,130,275,1.2661,0.7577,0.0092
2019-10-15,188.889999,244.19999700000002,74.32,7385,300,200,135,275,1.2724,0.7569,0.0092
2019-10-16,189.550003,243.30000299999998,74.349998,7455,300,200,135,275,1.2826,0.7575,0.0092
2019-10-17,190.389999,242.600006,73.980003,7383,300,200,135,275,1.2846,0.7609,0.0092
2019-10-18,185.850006,244.0,74.099998,7368,300,200,135,275,1.2912,0.7615,0.0092
2019-10-21,189.759995,245.5,74.33000200000001,7400,300,200,135,275,1.2982,0.7636,0.0092
2019-10-23,186.149994,242.100006,74.599998,7420,300,200,135,275,1.2888,0.7642,0.0092
2019-10-24,186.380005,241.19999700000002,74.790001,7486,300,200,135,275,1.2857,0.7648,0.0092
2019-10-25,187.889999,239.600006,75.160004,7482,300,200,175,275,1.2824,0.7655,0.0092
2019-10-28,189.399994,239.80000299999998,75.150002,7483,300,200,175,275,1.2857,0.7659,0.0092
2019-10-29,189.309998,238.80000299999998,75.220001,7546,300,200,175,275,1.287,0.7648,0.0092
2019-10-30,188.25,235.69999700000002,75.260002,7554,300,200,175,275,1.2878,0.7603,0.0092
2019-10-31,191.649994,235.19999700000002,75.209999,7542,300,200,175,275,1.2944,0.7599,0.0093
2019-11-01,193.619995,237.899994,75.339996,7551,300,200,175,275,1.2945,0.7601,0.0092
